Código_IBGE,Município_Original,Nome_Oficial_IBGE,Região,UF,Código_UF,Região_Brasil,LUCRO_AGRO_HA,RISCO_AGRO,Classificação_Lucro,Classificação_Risco,Carbono_Vegetação_Nativa_ton,Carbono_Pastagem_ton,Carbono_Agricultura_ton,Área_Total_ha,Carbono_Total_ton,Receita_Carbono_Potencial_R$,Densidade_Carbono_ton_ha,Receita_Carbono_R$_ha,Diferença_Lucro_Agro-Carbono_R$_ha,Recomendação_Uso_Solo,Latitude,Longitude,Mesorregiao,valor_carbono,area_conversao,valor_agro,delta,custo_implementacao,carbon_value,carbon_score,bioma_dominante,biodiversity_score,populacao,idh,gini,desemprego_pct,social_need,emprego_potencial,social_score,composite_balanced,composite_carbon_focused,composite_social_focused,composite_eco_social
5204250.0,Cachoeira Dourada,Cachoeira Dourada,S,GO,52.0,Centro Oeste,2176.25,0.27,Muito Alto,Baixo,-1281850.25,-269284.90625,-1374492.25,52793.79397960692,-2925627.40625,87768822.1875,-55.41612348186428,1662.4837044559283,513.7662955440717,Agricultura Moderada,-15.669429397642745,-49.9485110256988,Centro Goiano,-13464245.3125,10558.758795921383,16774304.145625455,-30238549.458125457,5279379.397960693,-53856981.25,-0.627488227928709,Cerrado_denso,0.17902871850985821,2713,0.7600519258059033,0.6442757066446461,3.0,0.3852549363222847,7.9923793979606925,0.29833185406460244,-0.04655880772625594,-0.2869859790200704,0.0893072105549913,-0.11971743295461983
5204300.0,Caçu,Caçu,SW,GO,52.0,Centro Oeste,2269.75,0.26,Muito Alto,Baixo,-1656152.0,-1366058.875,-729658.8125,224933.13192382385,-3751869.6875,112556090.625,-16.679933522512872,500.3980056753862,1769.3519943246138,Agricultura Intensiva,-15.662358835196748,-52.48135337190134,Noroeste Goiano,-68302943.75,44986.62638476477,75560212.47524668,-143863156.22524667,22493313.192382384,-273211775.0,-3.1831931267779168,Cerrado_denso,0.17902871850985821,16919,0.8020236683036055,0.6318588341143556,3.0,0.3560493667929134,39.412313192382385,0.46435997011359625,-0.8334918648898366,-1.795504700922246,-0.32221689958545396,-1.1087937692845042
5204409.0,Caiapônia,Caiapônia,W,GO,52.0,Centro Oeste,1922.75,0.36,Alto,Alto,3122787.25,111476.8125,88962.2578125,863002.469205087,3323226.3203125,99696789.609375,3.850772667398656,115.52318002195967,1807.2268199780403,Agricultura (Requer Seguro),-16.129507831756268,-48.964331142732384,Centro Goiano,5573840.625,172600.49384101742,212395263.7010024,-206821423.0760024,86300246.92050871,22295362.5,0.259763491778574,Cerrado_denso,0.17902871850985821,32407,0.802670010459321,0.5782534292451231,3.8995966756469307,0.3156793751960987,118.70724692050871,0.5325704228966331,0.3258753731800379,0.2805008381291039,0.40730069579566636,0.2820309686946995
5204508.0,Caldas Novas,Caldas Novas,S,GO,52.0,Centro Oeste,2223.0,0.26,Muito Alto,Baixo,-5143148.0,-1218552.375,-1892549.25,160932.1187380656,-8254249.625,247627488.75,-51.29025634985073,1538.7076904955218,684.2923095044782,Agricultura Moderada,-13.583158932887727,-50.27740532741047,Noroeste Goiano,-60927618.75,32186.42374761312,52947310.793298535,-113874929.54329854,16093211.87380656,-243710475.0,-2.839473185018403,Transicao_Atlantica,1.0,16409,0.7487466645155318,0.5325864820514126,3.0,0.2780878162451998,32.50221187380656,0.3442966932696449,-0.48996527534439377,-1.402039407020595,-0.16131662104189376,-0.6669299353534324
5204656.0,Campinaçu,Campinaçu,N,GO,52.0,Centro Oeste,987.75,0.46,Baixo,Muito Alto,-12266805.0,-5292513.0,-589022.625,197671.05321325173,-18148340.625,544450218.75,-91.81081564543082,2754.3244693629244,-1766.5744693629244,Mercado de Carbono/Conservação,-17.01274040433978,-50.252635565376806,Centro Goiano,-264625650.0,39534.210642650345,21086954.94363005,-285712604.94363004,19767105.32132517,-1058502600.0,-12.33262439364685,Cerrado_denso,0.17902871850985821,11628,0.7346708720918711,0.6330097946380052,5.87241233741734,0.42722763086251686,31.395105321325172,0.5238829436427498,-3.8325663719566725,-7.276235015014232,-2.1163893688417486,-4.756661681326247
5204706.0,Campinorte,Campinorte,N,GO,52.0,Centro Oeste,1128.0,0.45,Médio,Muito Alto,118623.0078125,-180034.640625,-44929.69921875,106714.35467166136,-106341.33203125,3190239.9609375,-0.9965044755079194,29.895134265237584,1098.1048657347624,Agricultura (Requer Seguro),-14.426896823446889,-49.00687333551048,Norte Goiano,-9001732.03125,21342.870934332277,13241117.127659744,-22242849.158909746,10671435.467166135,-36006928.125,-0.41951708019863515,Cerrado_denso,0.17902871850985821,9308,0.7449164376105808,0.6406015254376964,8.012511318422124,0.4628226201697959,19.979435467166137,0.49663623968718507,0.08949516213634653,-0.13245763253863876,0.24988407147455563,0.003131903261926236
5204805.0,Campo Alegre de Goiás,Campo Alegre De Goiás,CS,GO,52.0,Centro Oeste,2690.5,0.24,Muito Alto,Muito Baixo,-25940.109375,-544673.6875,-598696.0,246721.329984238,-1169309.796875,35079293.90625,-4.739394834446225,142.18184503338674,2548.3181549666133,Agricultura Intensiva,-16.594640305650557,-48.730098850329966,Centro Goiano,-27233684.375,49344.2659968476,100898168.22503404,-128131852.60003404,24672132.9984238,-108934737.5,-1.2691997176086447,Cerrado_denso,0.17902871850985821,2266,0.705517619687786,0.6719673248242268,9.581163652710973,0.533477731739777,26.938132998423804,0.6263311148963655,-0.14680385063783524,-0.6228129837032674,0.15776446911806197,-0.31080217666024146
5204854.0,Campo Limpo de Goiás,Campo Limpo De Goiás,W,GO,52.0,Centro Oeste,1689.0,0.39,Alto,Alto,-40158.41796875,-215303.03125,-85548.8125,15947.13598674114,-341010.26171875,10230307.8515625,-21.38379342863037,641.5138028589109,1047.4861971410892,Agricultura (Requer Seguro),-15.65438367597794,-48.047032514200666,Leste Goiano,-10765151.5625,3189.427197348228,3286034.947155906,-14051186.509655906,1594713.598674114,-43060606.25,-0.5016995546765516,Cerrado_denso,0.17902871850985821,5631,0.792023561095697,0.5487499757156119,3.0,0.2769405512773331,7.225713598674115,0.20575488221220556,-0.036524715982858946,-0.22539932084663553,0.05891876209398464,-0.08791735802423625
5204904.0,Campos Belos,Campos Belos,NE,GO,52.0,Centro Oeste,434.0,0.57,Muito Baixo,Muito Alto,257911.34375,-3117.25048828125,-29940.005859375,73801.93386774561,224854.0874023437,6745622.6220703125,3.046723515474355,91.40170546423064,342.59829453576936,Sistema Agroflorestal/Misto,-16.85307964081603,-49.991493219896654,Centro Goiano,-155862.5244140625,14760.386773549122,2754583.379679737,-2910445.9040938,7380193.386774561,-623450.09765625,-0.007263823331730106,Cerrado_denso,0.17902871850985821,7686,0.7076737042999105,0.5892600695307255,3.0,0.35119058781076135,15.066193386774561,0.3438103623178054,0.17357793859683612,0.0919704399760973,0.24063919642630885,0.13746803053481232
5204953.0,Campos Verdes,Campos Verdes,N,GO,52.0,Centro Oeste,1128.0,0.45,Médio,Muito Alto,-538752.5,-1019880.5,-32317.572265625,44157.34341245082,-1590950.572265625,47728517.16796875,-36.0291278713346,1080.8738361400378,47.12616385996216,Sistema Agroflorestal/Misto,-16.38816222969824,-51.69527242219818,Noroeste Goiano,-50994025.0,8831.468682490164,5479043.170616898,-56473068.170616895,4415734.341245082,-203976100.0,-2.376527583948258,Transicao_Amazonia,0.30151134457776363,47502,0.7409302102109327,0.6600247586651893,8.94968899935823,0.4978980095711896,51.91773434124509,0.6966863619313041,-0.4478819959356197,-1.2460357599348184,0.003008569284683571,-0.6906692233619369
5205000.0,Carmo do Rio Verde,Carmo Do Rio Verde,NW,GO,52.0,Centro Oeste,1735.75,0.39,Alto,Alto,-4616.1484375,-707186.5625,-29127.54296875,41835.045407608246,-740930.25390625,22227907.6171875,-17.71075534129819,531.3226602389457,1204.4273397610543,Agricultura (Requer Seguro),-15.355819584403136,-49.10841709173017,Centro Goiano,-35359328.125,8367.00908152165,8859051.968083235,-44218380.09308323,4183504.540760825,-141437312.5,-1.647887544451334,Cerrado_denso,0.17902871850985821,20177,0.7699887223150542,0.6617192199661693,4.28625644945958,0.41801757778204135,24.360504540760825,0.476508453311061,-0.3227105384349262,-0.8724990790466766,-0.007866693201658559,-0.4922418397143781
5205059.0,Castelândia,Castelândia,SW,GO,52.0,Centro Oeste,2410.0,0.24,Muito Alto,Muito Baixo,-110443.890625,-10685.0849609375,-122922.59375,29794.45838987364,-244051.5693359375,7321547.080078125,-8.191173208870422,245.73519626611264,2164.264803733887,Agricultura Intensiva,-15.79232981503631,-49.85188070006272,Centro Goiano,-534254.248046875,5958.891677974728,10914305.997378511,-11448560.245425386,2979445.838987364,-2137016.9921875,-0.02489840637849107,Transicao_Amazonia,0.30151134457776363,1610,0.7495970025154473,0.6839150956394574,7.886800165066326,0.5023782971092734,4.5894458389873645,0.3048076944715873,0.1949168857260996,0.10615994648808436,0.23820720432280687,0.1716067141740265
5205109.0,Catalão,Catalão,CS,GO,52.0,Centro Oeste,2643.75,0.24,Muito Alto,Muito Baixo,-2522590.5,-6395528.5,-1807097.75,382894.9311377303,-10725216.75,321756502.5,-28.010861147028493,840.3258344108548,1803.424165589145,Agricultura Intensiva,-17.92305611307562,-50.13096798414804,Sul Goiano,-319776425.0,76578.98622754606,153866328.07769692,-473642753.0776969,38289493.11377303,-1279105700.0,-14.902873321116763,Cerrado_denso,0.17902871850985821,19710,0.7610799205293135,0.553350449366031,3.0,0.2939184811543056,57.999493113773035,0.4225405268048885,-4.715204939746617,-8.833585734021861,-2.691244604438448,-5.805029735681785
5205208.0,Caturaí,Caturaí,S,GO,52.0,Centro Oeste,2316.5,0.26,Muito Alto,Baixo,-103451.3203125,-168077.5,-88840.265625,20472.941758278408,-360369.0859375,10811072.578125,-17.602213213534966,528.066396406049,1788.433603593951,Agricultura Intensiva,-16.314071774790154,-50.70341590383243,Centro Goiano,-8403875.0,4094.588351655682,7018984.298291686,-15422859.298291689,2047294.175827841,-33615500.0,-0.3916545271637837,Cerrado_denso,0.17902871850985821,8416,0.7131049903416522,0.6509494996874681,12.33801055256022,0.5507776618392105,10.46329417582784,0.4736518960995119,0.09087512781803864,-0.11918775225587885,0.24166597592892206,0.009680055758332196
5205307.0,Cavalcante,Cavalcante,NE,GO,52.0,Centro Oeste,60.0,0.6,Muito Baixo,Muito Alto,365192.875,133108.65625,-15340.8271484375,697289.7652879427,482960.7041015625,14488821.123046877,0.6926255455680266,20.778766367040795,39.221233632959205,Sistema Agroflorestal/Misto,-16.041928567499014,-48.89392371477819,Centro Goiano,6655432.8125,139457.95305758854,3346990.873382125,3308441.939117875,69728976.52879427,26621731.25,0.3101700574139928,Cerrado_denso,0.17902871850985821,5929,0.7853295718319072,0.6429823937833592,3.0,0.3738505650505963,75.65797652879428,0.571962453673586,0.35590283030389014,0.3166535821268981,0.4410172273889218,0.3100720011042576
5205406.0,Ceres,Ceres,NW,GO,52.0,Centro Oeste,1782.5,0.39,Alto,Alto,-763890.875,-1088495.125,-203388.1875,21414.14235118791,-2055774.1875,61673225.625,-96.00077153619742,2880.0231460859222,-1097.5231460859222,Mercado de Carbono/Conservação,-12.970721148184206,-49.23813328075224,Norte Goiano,-54424756.25,4282.828470237582,4656826.466401079,-59081582.71640108,2141414.235118791,-217699025.0,-2.5364135205602096,Cerrado_típico,0.5,27833,0.7611831211921258,0.6804938500730573,5.746381716342174,0.46221632734133955,29.974414235118793,0.5594792062826224,-0.4817935316487776,-1.3129262313937324,-0.07159518034246853,-0.7026695669675593
5205455.0,Cezarina,Cezarina,CS,GO,52.0,Centro Oeste,2223.0,0.28,Muito Alto,Baixo,106401.4609375,-737271.6875,-45525.8203125,41564.9069918828,-676396.046875,20291881.40625,-16.27324817560865,488.19744526825946,1734.8025547317409,Agricultura Intensiva,-15.413674413915857,-49.61166887364925,Centro Goiano,-36863584.375,8312.981398376562,13305425.50698559,-50169009.88198559,4156490.699188281,-147454337.5,-1.7179919629876539,Cerrado_denso,0.17902871850985821,46036,0.7501070529101337,0.5648495292572864,5.856757682314203,0.3526580733279459,50.19249069918828,0.48933741780857337,-0.34148314862275764,-0.9126373854938419,-0.014190198210415117,-0.5177178142294036
5205471.0,Chapadão do Céu,Chapadão Do Céu,SW,GO,52.0,Centro Oeste,3017.75,0.19,Muito Alto,Muito Baixo,-95107.3828125,-513098.8125,-256919.140625,218431.00873636783,-865125.3359375,25953760.078125,-3.960634256749007,118.8190277024702,2898.93097229753,Agricultura Intensiva,-18.67815682294856,-49.539770813173824,Sul Goiano,-25654940.625,43686.20174727357,106785568.6114962,-132440509.2364962,21843100.873636782,-102619762.5,-1.195623880638315,Cerrado_denso,0.17902871850985821,40844,0.8085838526841349,0.6187867353799583,3.327379993911646,0.34526389421497905,62.68710087363679,0.5056618758923479,-0.16355136569899248,-0.5967678673716723,0.10007809310971733,-0.3055056896729132
5205497.0,Cidade Ocidental,Cidade Ocidental,E,GO,52.0,Centro Oeste,1849.0,0.32,Alto,Médio,-427836.75,-814595.8125,-65431.16796875,39145.87801837472,-1307863.73046875,39235911.9140625,-33.40999861734741,1002.2999585204224,846.7000414795775,Agricultura (Requer Seguro),-15.70965468508846,-45.80513683127207,Leste Goiano,-40729790.625,7829.175603674945,9843779.07001258,-50573569.69501258,3914587.801837472,-162919162.5,-1.8981727939449702,Transicao_Amazonia,0.30151134457776363,4880,0.750357197713838,0.6519804086238143,7.081145643054015,0.45805471418408933,8.794587801837473,0.36850642868949296,-0.4016060925367506,-1.0082498759191172,-0.09822843265974554,-0.564963294008984
5205513.0,Cocalzinho de Goiás,Cocalzinho De Goiás,E,GO,52.0,Centro Oeste,1502.0,0.39,Alto,Alto,210958.890625,-882829.25,-32167.6015625,179033.8832753996,-704037.9609375,21121138.828125,-3.932428588696313,117.97285766088936,1384.0271423391107,Agricultura (Requer Seguro),-16.088541447171686,-49.047678986499584,Centro Goiano,-44141462.5,35806.77665507992,32806884.90691732,-76948347.40691732,17903388.32753996,-176565850.0,-2.057170486680893,Transicao_Amazonia,0.30151134457776363,9218,0.8066891315679633,0.6492142843296675,7.224292851677634,0.4349030244776467,27.12138832753996,0.5116016669571455,-0.4054229501286033,-1.082184205820523,-0.04417082824633861,-0.5999433234498227
5205521.0,Colinas do Sul,Colinas Do Sul,N,GO,52.0,Centro Oeste,527.5,0.52,Baixo,Muito Alto,-2019423.125,-499707.875,-73718.9453125,171166.30477838387,-2592849.9453125,77785498.359375,-15.148132973189847,454.4439891956955,73.05601080430449,Sistema Agroflorestal/Misto,-15.852067654557866,-51.2530170564293,Noroeste Goiano,-24985393.75,34233.26095567678,8667861.67397736,-33653255.42397736,17116630.47783839,-99941575.0,-1.1644202912534047,Cerrado_denso,0.17902871850985821,19880,0.7438321288439057,0.6158475812664328,6.679011632574686,0.4184999042174908,36.99663047783839,0.5367134718341219,-0.14269663858176887,-0.57338797434946,0.12494976855176379,-0.28681393473059424
5205703.0,Córrego do Ouro,Córrego Do Ouro,W,GO,52.0,Centro Oeste,1735.75,0.38,Alto,Alto,153520.1875,-433306.375,13627.4736328125,45581.486928835446,-266158.7138671875,7984761.416015625,-5.839184541801598,175.17553625404793,1560.574463745952,Agricultura (Requer Seguro),-14.08576577822747,-48.37210045096984,Norte Goiano,-21665318.75,9116.29738576709,9810640.17615404,-31475958.92615404,4558148.692883545,-86661275.0,-1.0096913829494023,Cerrado_denso,0.17902871850985821,43073,0.7369312353717932,0.6676215963913122,3.276489004794298,0.4219964373145094,47.63114869288354,0.5779123607750916,-0.07762847660151842,-0.47437079602591314,0.18061488357714608,-0.21668259362079934
5205802.0,Corumbá de Goiás,Corumbá De Goiás,E,GO,52.0,Centro Oeste,1595.5,0.38,Alto,Alto,302987.78125,-363394.84375,-4409.82666015625,106304.29508531142,-64816.88916015625,1944506.6748046875,-0.6097297301876593,18.29189190562978,1577.20810809437,Agricultura (Requer Seguro),-14.61345207943543,-50.86408118219211,Noroeste Goiano,-18169742.1875,21260.859017062285,21031454.34826818,-39201196.53576818,10630429.508531142,-72678968.75,-0.846783392795962,Cerrado_denso,0.17902871850985821,7517,0.7936132811665223,0.5539797341619325,3.0,0.28153442169532356,18.147429508531143,0.2930333646957113,-0.12072769851787242,-0.419357851345756,0.04226908396020598,-0.2084951967752993
5205901.0,Corumbaíba,Corumbaíba,CS,GO,52.0,Centro Oeste,2456.75,0.26,Muito Alto,Baixo,-4261396.0,-7343344.5,-12725899.0,188707.7275329081,-24330639.5,729919185.0,-128.9329261609441,3867.987784828324,-1411.2377848283236,Mercado de Carbono/Conservação,-13.695808533595851,-51.60277659418842,Noroeste Goiano,-367167225.0,37741.54550658162,68613941.02323785,-435781166.0232378,18870772.75329081,-1468668900.0,-17.11147606281788,Cerrado_típico,0.5,10691,0.7482213915035894,0.557213975844198,3.5764673622440775,0.31157242967642335,29.56177275329081,0.3756624681316307,-5.354061861565145,-10.085536267470983,-3.096897731684597,-6.569457931500825
5206206.0,Cristalina,Cristalina,E,GO,52.0,Centro Oeste,2784.0,0.24,Muito Alto,Muito Baixo,-1486593.25,-2696585.0,-1143431.625,617981.7928718481,-5326609.875,159798296.25,-8.61936376838304,258.5809130514912,2525.4190869485087,Agricultura Intensiva,-14.919714359299595,-46.21431656128503,Leste Goiano,-134829250.0,123596.35857436965,261510119.32599425,-396339369.3259943,61798179.28718481,-539317000.0,-6.283587768332773,Cerrado_denso,0.17902871850985821,3541,0.7820462148179231,0.6396425401731358,3.0,0.37182405424596654,65.33917928718482,0.549909435050842,-1.827535278524276,-3.642909066114573,-0.8909661489340779,-2.3318417329189978
5206404.0,Crixás,Crixás,NW,GO,52.0,Centro Oeste,1595.5,0.41,Alto,Muito Alto,624296.125,-119797.6953125,4067.488525390625,465893.9728505013,508565.9182128906,15256977.54638672,1.0915915376653351,32.747746129960056,1562.75225387004,Agricultura (Requer Seguro),-17.285804487696034,-50.34944659440416,Sul Goiano,-5989884.765625,93178.79457010026,87713392.37459105,-93703277.14021604,46589397.28505013,-23959539.0625,-0.2791528295752151,Cerrado_denso,0.17902871850985821,3179,0.7913718961395191,0.6283285895538389,10.719693936792293,0.4725752401499156,49.768397285050135,0.6543447234999001,0.18943624933839828,-0.024582809592679458,0.3725820118868687,0.09081930027383728
5206503.0,Cromínia,Cromínia,S,GO,52.0,Centro Oeste,2129.5,0.27,Muito Alto,Baixo,-173506.75,-446772.71875,-48946.6875,36461.39053452761,-669226.15625,20076784.6875,-18.3543783283928,550.6313498517841,1578.868650148216,Agricultura Intensiva,-15.650522952368538,-50.2552134811743,Noroeste Goiano,-22338635.9375,7292.278106905522,11336101.546918375,-33674737.48441838,3646139.053452761,-89354543.75,-1.0410706841291033,Transicao_Amazonia,0.30151134457776363,35419,0.789936143024855,0.6579608501807819,3.8345500234704146,0.39950464332289604,39.06513905345277,0.5198191207594763,-0.06731608099372013,-0.47129170621909955,0.16397960454541782,-0.19185991166864064
5206602.0,Cumari,Cumari,CS,GO,52.0,Centro Oeste,2316.5,0.27,Muito Alto,Baixo,-81576.125,-552736.4375,-653527.3125,57121.40869688818,-1287839.875,38635196.25,-22.545660276584844,676.3698082975453,1640.1301917024548,Agricultura Intensiva,-18.1259951465992,-49.39715553779096,Sul Goiano,-27636821.875,11424.281739377637,19318974.513965856,-46955796.38896586,5712140.869688818,-110547287.5,-1.2879875538085512,Cerrado_denso,0.17902871850985821,68015,0.7554217793618792,0.635179722598057,5.625456766870453,0.4173928623563621,73.72714086968882,0.6348247074554,-0.15011601511373268,-0.6328116465393562,0.15910305741350134,-0.31661859262839726
5206701.0,Damianópolis,Damianópolis,NE,GO,52.0,Centro Oeste,13.25,0.6,Muito Baixo,Muito Alto,-207248.125,-613789.0625,-55214.8984375,41842.012870013095,-876252.0859375,26287562.578125,-20.941919994615827,628.2575998384748,-615.0075998384748,Mercado de Carbono/Conservação,-17.393455570589158,-48.78961135404722,Sul Goiano,-30689453.125,8368.402574002619,44352.53364221388,-30733805.658642214,4184201.2870013095,-122757812.5,-1.4302525028736124,Cerrado_denso,0.17902871850985821,12253,0.7744343230386667,0.6022618537030643,8.924723825474251,0.42635898186971144,16.437201287001308,0.4297086919862061,-0.2668028935647288,-0.748938018298772,0.007580458318972805,-0.4145477753482604
5206800.0,Damolândia,Damolândia,NW,GO,52.0,Centro Oeste,1829.25,0.38,Alto,Alto,-22712.4765625,-24487.28515625,-14827.50390625,8467.454252315665,-62027.265625,1860817.96875,-7.325373574712481,219.7612072413744,1609.4887927586256,Agricultura (Requer Seguro),-17.179136351350706,-47.17509839247369,Leste Goiano,-1224364.2578125,1693.490850463133,1920647.2456900051,-3145011.5035025054,846745.4252315665,-4897457.03125,-0.057060320919788986,Transicao_Amazonia,0.30151134457776363,44544,0.777131401762394,0.6766988016000801,3.0,0.41084624089512245,45.39074542523157,0.5558106521639599,0.26964445954287797,0.1245132414171615,0.38237659602997087,0.20894253989598183
5206909.0,Davinópolis,Davinópolis,CS,GO,52.0,Centro Oeste,2410.0,0.26,Muito Alto,Baixo,-158904.5625,-344115.4375,-17267.4765625,48359.54955747107,-520287.4765625,15608624.296875,-10.758732893989926,322.76198681969777,2087.238013180302,Agricultura Intensiva,-16.974879938504355,-49.98309227430851,Centro Goiano,-17205771.875,9671.909911494216,17248884.136158783,-34454656.01115878,4835954.955747107,-68823087.5,-0.8018584817350393,Transicao_Amazonia,0.30151134457776363,20618,0.711488926504037,0.6267960071437859,3.0,0.3872004365421711,25.453954955747108,0.4471418991574357,-0.013086309548372838,-0.3386659680229672,0.16821571206300628,-0.11071047503142313
5207105.0,Diorama,Diorama,W,GO,52.0,Centro Oeste,1689.0,0.39,Alto,Alto,127834.640625,-215303.03125,-43923.30859375,68692.27475894436,-131391.69921875,3941750.9765625,-1.9127580165285123,57.382740495855366,1631.6172595041446,Agricultura (Requer Seguro),-14.579724173945497,-51.34629647465093,Noroeste Goiano,-10765151.5625,13738.454951788874,14154592.752278555,-24919744.31477856,6869227.475894437,-43060606.25,-0.5016995546765516,Cerrado_denso,0.17902871850985821,6160,0.7715666119343318,0.6154410998746356,3.0,0.3518144551009028,13.029227475894437,0.32760460621785975,0.004904190179063489,-0.20712186224578738,0.13202859649737717,-0.06354741322310542
5207253.0,Doverlândia,Doverlândia,SW,GO,52.0,Centro Oeste,2503.5,0.23,Muito Alto,Muito Baixo,952163.6875,-132954.15625,103645.390625,322128.8995974648,922854.921875,27685647.65625,2.8648622431213338,85.94586729364,2417.55413270636,Agricultura Intensiva,-15.458810098093808,-47.53928586857636,Leste Goiano,-6647707.8125,64425.77991949297,124193253.821907,-130840961.634407,32212889.959746484,-26590831.25,-0.3098100412045251,Cerrado_denso,0.17902871850985821,20612,0.7896558296327685,0.6902062628537217,6.087391955219822,0.4656548103289116,52.824889959746486,0.6543604686696572,0.17932472285844342,-0.042974774794801926,0.36646001666286093,0.0785595646560647
5207352.0,Edealina,Edealina,S,GO,52.0,Centro Oeste,2410.0,0.25,Muito Alto,Muito Baixo,82826.5078125,-517095.46875,-88376.4453125,60347.98640779579,-522645.40625,15679362.1875,-8.660527672261892,259.8158301678568,2150.184169832143,Agricultura Intensiva,-18.21122485184184,-49.223049212201545,Sul Goiano,-25854773.4375,12069.59728155916,21815797.08641818,-47670570.52391818,6034798.64077958,-103419093.75,-1.2049368970374759,Cerrado_denso,0.17902871850985821,84596,0.7930124731264214,0.5736099159031983,5.78787198293591,0.34322300639666836,90.63079864077959,0.5466944872724492,-0.15267357324148106,-0.5962007855041536,0.12283505665794595,-0.30102437395655723
5207402.0,Edéia,Edéia,S,GO,52.0,Centro Oeste,2456.75,0.25,Muito Alto,Muito Baixo,-97418.203125,-870902.375,-1038189.625,146014.6931937026,-2006510.203125,60195306.09375,-13.741837613993887,412.2551284198167,2044.494871580184,Agricultura Intensiva,-15.410175808627365,-48.32726569233404,Leste Goiano,-43545118.75,29202.938638740525,53808239.62554434,-97353358.37554434,14601469.319370262,-174180475.0,-2.0293784586660393,Cerrado_denso,0.17902871850985821,12797,0.7870424600727339,0.6233545551475735,6.669850304109027,0.40858532568011535,27.398469319370264,0.4820550586234503,-0.4467166943195666,-1.1005616367786413,-0.08083691285716604,-0.6437288843377824
5207501.0,Estrela do Norte,Estrela Do Norte,N,GO,52.0,Centro Oeste,1034.5,0.46,Médio,Muito Alto,80334.2109375,2274.5556640625,7178.083984375,30249.32609391827,89786.8505859375,2693605.517578125,2.968226475762363,89.04679427287088,945.4532057271292,Agricultura (Requer Seguro),-17.655426066317123,-51.48068491962641,Sul Goiano,113727.783203125,6049.865218783654,3379636.207169113,-3265908.423965988,3024932.609391827,454911.1328125,0.005300174164395023,Cerrado_denso,0.17902871850985821,87340,0.7730575838420523,0.6500143839050516,4.61078394449706,0.40995310953568664,90.36493260939183,0.6525639404113414,0.28270027432235967,0.14582187518780276,0.42840414278165545,0.20424434515196954
5207535.0,Faina,Faina,NW,GO,52.0,Centro Oeste,1548.75,0.42,Alto,Muito Alto,648533.875,105341.53125,10545.9443359375,194408.447747224,764421.3505859375,22932640.517578125,3.932037724923673,117.9611317477102,1430.7888682522898,Agricultura (Requer Seguro),-15.017087651574654,-49.05452299015022,Centro Goiano,5267076.5625,38881.6895494448,34926449.68002754,-29659373.117527537,19440844.7747224,21068306.25,0.24546704712068954,Cerrado_denso,0.17902871850985821,576,0.7897451715812828,0.6205748741133134,3.0,0.3496768054808002,20.0168447747224,0.3754436803245963,0.26773445396844353,0.2483539599485677,0.3101653613208673,0.24488704231713837
5207600.0,Fazenda Nova,Fazenda Nova,W,GO,52.0,Centro Oeste,2269.75,0.29,Muito Alto,Baixo,74527.1484375,-799984.375,-15085.392578125,127311.9142879148,-740542.619140625,22216278.57421875,-5.816758182316654,174.50274546949964,2095.2472545305004,Agricultura Intensiva,-15.424260724481186,-48.98032768575454,Centro Goiano,-39999218.75,25462.38285758296,41033202.87860923,-81032421.62860924,12731191.42879148,-159996875.0,-1.864125193015365,Cerrado_denso,0.17902871850985821,35820,0.7600655817746832,0.5980582198852621,4.49776155309144,0.3614984104717604,48.55119142879148,0.49745073495753367,-0.38694858670125587,-0.9991003259381244,-0.038548853926581195,-0.5745484428106961
5207808.0,Firminópolis,Firminópolis,W,GO,52.0,Centro Oeste,2176.25,0.3,Muito Alto,Baixo,17021.88671875,-955171.3125,-40962.7265625,42369.4605212675,-979112.15234375,29373364.5703125,-23.10891241705287,693.2673725115861,1482.982627488414,Agricultura (Requer Seguro),-16.820037082367737,-49.151619454258494,Centro Goiano,-47758565.625,8473.8921042535,12908915.384317176,-60667481.009317175,4236946.05212675,-191034262.5,-2.225742105621503,Transicao_Amazonia,0.30151134457776363,14830,0.8039288306419754,0.6564021922088084,9.748398233603673,0.48105663345607325,19.066946052126752,0.5086602723012376,-0.4620516585620132,-1.1837683863832753,-0.07964998882800539,-0.6679602499572483
5207907.0,Flores de Goiás,Flores De Goiás,E,GO,52.0,Centro Oeste,621.0,0.49,Baixo,Muito Alto,439497.71875,-223010.5625,-17956.62890625,372519.5257642138,198530.52734375,5955915.8203125,0.5329399229113425,15.988197687340277,605.0118023126597,Agricultura (Requer Seguro),-15.36039129005198,-50.57152712703955,Noroeste Goiano,-11150528.125,74503.90515284277,23596131.80095683,-34746659.92595683,37251952.57642138,-44602112.5,-0.5196596594336954,Cerrado_denso,0.17902871850985821,9331,0.790158845670313,0.6074380775228142,11.47809758663841,0.4635460030542652,46.58295257642138,0.631252199535811,0.10221753733730946,-0.17235078610238103,0.31062513153671917,-0.010001936462372712
